# Taxid	Sci.Name	Rank	Named Lineage	Taxid Lineage
202	Campylobacter mucosalis	species	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter mucosalis	1,131567,2,1224,68525,29547,213849,72294,194,202
1751427	Solirubrum puertoriconensis	species	root,cellular organisms,Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Cytophagia,Cytophagales,unclassified Cytophagales,Solirubrum,Solirubrum puertoriconensis	1,131567,2,1783270,68336,976,768503,768507,1124781,1951300,1751427
419014	Alloscardovia	genus	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Alloscardovia	1,131567,2,1783272,201174,1760,85004,31953,419014
1211817	Clostridium ihumii AP5	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium ihumii,Clostridium ihumii AP5	1,131567,2,1783272,1239,186801,186802,31979,1485,1470356,1211817
1121275	Chitinilyticum aquatile DSM 21506	no rank	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chitinilyticum,Chitinilyticum aquatile,Chitinilyticum aquatile DSM 21506	1,131567,2,1224,28216,206351,1499392,551208,362520,1121275
2077	Sporolactobacillus	genus	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Sporolactobacillaceae,Sporolactobacillus	1,131567,2,1783272,1239,91061,1385,186821,2077
405946	Oceanobacillus caeni	species	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,Oceanobacillus caeni	1,131567,2,1783272,1239,91061,1385,186817,182709,405946
1042376	Ochrovirga pacifica	species	root,cellular organisms,Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Ochrovirga,Ochrovirga pacifica	1,131567,2,1783270,68336,976,117743,200644,49546,1916646,1042376
570952	Fodinicurvata sediminis DSM 21159	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Fodinicurvata,Fodinicurvata sediminis,Fodinicurvata sediminis DSM 21159	1,131567,2,1224,28211,204441,41295,1121829,1121832,570952
1564114	Rhodococcus sp. B7740	species	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. B7740	1,131567,2,1783272,201174,1760,85007,85025,1827,1564114
940550	Gilvimarinus	genus	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Gilvimarinus	1,131567,2,1224,1236,1706369,1706371,940550
263475	Viridibacillus arvi	species	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,Viridibacillus arvi	1,131567,2,1783272,1239,91061,1385,186818,496496,263475
502682	Erythrobacter gangjinensis	species	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,Erythrobacter gangjinensis	1,131567,2,1224,28211,204457,335929,1041,502682
504474	Corynebacterium urealyticum DSM 7109	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium urealyticum,Corynebacterium urealyticum DSM 7109	1,131567,2,1783272,201174,1760,85007,1653,1716,43771,504474
44258	Caloramator	genus	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Caloramator	1,131567,2,1783272,1239,186801,186802,31979,44258
1355374	Arcobacter lanthieri	species	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter group,Arcobacter,Arcobacter lanthieri	1,131567,2,1224,68525,29547,213849,72294,2321108,28196,1355374
1121372	Gryllotalpicola ginsengisoli DSM 22003	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Gryllotalpicola,Gryllotalpicola ginsengisoli,Gryllotalpicola ginsengisoli DSM 22003	1,131567,2,1783272,201174,1760,85006,85023,1195526,444608,1121372
521045	Kosmotoga olearia TBF 19.5.1	no rank	root,cellular organisms,Bacteria,Thermotogae,Thermotogae,Kosmotogales,Kosmotogaceae,Kosmotoga,Kosmotoga olearia,Kosmotoga olearia TBF 19.5.1	1,131567,2,200918,188708,1643946,1643948,651456,651457,521045
1418104	Clostridium argentinense CDC 2741	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium argentinense,Clostridium argentinense CDC 2741	1,131567,2,1783272,1239,186801,186802,31979,1485,29341,1418104
1658109	Candidatus Stoquefichus sp. SB1	species	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Candidatus Stoquefichus,Candidatus Stoquefichus sp. SB1	1,131567,2,1783272,1239,526524,526525,128827,1470349,1658109
543877	Altererythrobacter marensis	species	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Altererythrobacter,Altererythrobacter marensis	1,131567,2,1224,28211,204457,335929,361177,543877
1385520	Knoellia sinensis KCTC 19936	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Knoellia,Knoellia sinensis,Knoellia sinensis KCTC 19936	1,131567,2,1783272,201174,1760,85006,85021,136099,136100,1385520
1081640	Sphingomonas elodea ATCC 31461	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas elodea,Sphingomonas elodea ATCC 31461	1,131567,2,1224,28211,204457,41297,13687,179878,1081640
760570	Streptococcus parasanguinis ATCC 15912	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus parasanguinis,Streptococcus parasanguinis ATCC 15912	1,131567,2,1783272,1239,91061,186826,1300,1301,1318,760570
1321781	Mitsuokella sp. oral taxon 131 str. W9106	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella sp. oral taxon 131,Mitsuokella sp. oral taxon 131 str. W9106	1,131567,2,1783272,1239,909932,909929,1843491,52225,1321780,1321781
1147128	Bifidobacterium asteroides PRL2011	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium asteroides,Bifidobacterium asteroides PRL2011	1,131567,2,1783272,201174,1760,85004,31953,1678,1684,1147128
63186	Zobellia galactanivorans	species	root,cellular organisms,Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Zobellia,Zobellia galactanivorans	1,131567,2,1783270,68336,976,117743,200644,49546,112040,63186
1112215	Salinibacterium sp. PAMC 21357	species	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Salinibacterium,Salinibacterium sp. PAMC 21357	1,131567,2,1783272,201174,1760,85006,85023,235888,1112215
69974	Mesorhizobium plurifarium	species	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium plurifarium	1,131567,2,1224,28211,356,69277,68287,69974
1123371	Thermodesulfatator atlanticus DSM 21156	no rank	root,cellular organisms,Bacteria,Thermodesulfobacteria,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfatator,Thermodesulfatator atlanticus,Thermodesulfatator atlanticus DSM 21156	1,131567,2,200940,67799,188710,188711,241192,501497,1123371
157226	Jeotgalibacillus	genus	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Planococcaceae,Jeotgalibacillus	1,131567,2,1783272,1239,91061,1385,186818,157226
360105	Campylobacter curvus 525.92	no rank	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter curvus,Campylobacter curvus 525.92	1,131567,2,1224,68525,29547,213849,72294,194,200,360105
1121387	Dermatophilus congolensis DSM 44180 = NBRC 105199	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Micrococcales,Dermatophilaceae,Dermatophilus,Dermatophilus congolensis,Dermatophilus congolensis DSM 44180 = NBRC 105199	1,131567,2,1783272,201174,1760,85006,85018,1862,1863,1121387
2023	Thermoactinomyces	genus	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Thermoactinomyces	1,131567,2,1783272,1239,91061,1385,186824,2023
1449050	Clostridium sp. KNHs205	species	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium sp. KNHs205	1,131567,2,1783272,1239,186801,186802,31979,1485,1449050
1229756	Leuconostoc gelidum JB7	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,Leuconostoc gelidum,Leuconostoc gelidum JB7	1,131567,2,1783272,1239,91061,186826,81850,1243,1244,1229756
401562	Aureimonas ureilytica	species	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae,Aureimonas,Aureimonas ureilytica	1,131567,2,1224,28211,356,255475,414371,401562
656519	Halanaerobium hydrogeniformans	species	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Clostridia,Halanaerobiales,Halanaerobiaceae,Halanaerobium,Halanaerobium hydrogeniformans	1,131567,2,1783272,1239,186801,53433,972,2330,656519
1121439	Desulfovibrio alkalitolerans DSM 16529	no rank	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio alkalitolerans,Desulfovibrio alkalitolerans DSM 16529	1,131567,2,1224,68525,28221,213115,194924,872,293256,1121439
1118057	Peptoniphilus grossensis ph5	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Peptoniphilus,Peptoniphilus grossensis,Peptoniphilus grossensis ph5	1,131567,2,1783272,1239,1737404,1737405,1570339,162289,1465756,1118057
1470562	Aestuariivita boseongensis	species	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Aestuariivita,Aestuariivita boseongensis	1,131567,2,1224,28211,204455,31989,1608457,1470562
1449353	Streptacidiphilus oryzae TH49	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptacidiphilus,Streptacidiphilus oryzae,Streptacidiphilus oryzae TH49	1,131567,2,1783272,201174,1760,85011,2062,228398,348818,1449353
1123265	Sphingobacterium thalpophilum DSM 11723	no rank	root,cellular organisms,Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium thalpophilum,Sphingobacterium thalpophilum DSM 11723	1,131567,2,1783270,68336,976,117747,200666,84566,28453,259,1123265
90814	Thiomicrorhabdus sp. Milos-T2	species	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Thiomicrorhabdus,Thiomicrorhabdus sp. Milos-T2	1,131567,2,1224,1236,72273,135616,2039723,90814
1161902	Eubacterium nodatum ATCC 33099	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Clostridia,Clostridiales,Clostridiales incertae sedis,Clostridiales Family XIII. Incertae Sedis,[Eubacterium] nodatum,Eubacterium nodatum ATCC 33099	1,131567,2,1783272,1239,186801,186802,538999,543314,35518,1161902
57493	Kocuria	genus	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria	1,131567,2,1783272,201174,1760,85006,1268,57493
1217988	Acinetobacter schindleri CIP 107287	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter schindleri,Acinetobacter schindleri CIP 107287	1,131567,2,1224,1236,72274,468,469,108981,1217988
309799	Dictyoglomus thermophilum H-6-12	no rank	root,cellular organisms,Bacteria,Dictyoglomi,Dictyoglomia,Dictyoglomales,Dictyoglomaceae,Dictyoglomus,Dictyoglomus thermophilum,Dictyoglomus thermophilum H-6-12	1,131567,2,68297,203486,203487,203488,13,14,309799
1191523	Melioribacter roseus P3M-2	no rank	root,cellular organisms,Bacteria,FCB group,Bacteroidetes/Chlorobi group,Ignavibacteriae,Ignavibacteria,Ignavibacteriales,Melioribacteraceae,Melioribacter,Melioribacter roseus,Melioribacter roseus P3M-2	1,131567,2,1783270,68336,1134404,795747,795748,1334117,1134403,1134405,1191523
1397278	Leucobacter sp. PH1c	species	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Leucobacter,Leucobacter sp. PH1c	1,131567,2,1783272,201174,1760,85006,85023,55968,1397278
59753	Alcanivorax	genus	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax	1,131567,2,1224,1236,135619,224372,59753
1399115	Exiguobacterium sp. MH3	species	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Bacillales incertae sedis,Bacillales Family XII. Incertae Sedis,Exiguobacterium,Exiguobacterium sp. MH3	1,131567,2,1783272,1239,91061,1385,539002,539742,33986,1399115
1715860	Staphylococcus sp. AntiMn-1	species	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus sp. AntiMn-1	1,131567,2,1783272,1239,91061,1385,90964,1279,1715860
1410612	Oribacterium sp. P6A1	species	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Oribacterium,Oribacterium sp. P6A1	1,131567,2,1783272,1239,186801,186802,186803,265975,1410612
28221	Deltaproteobacteria	class	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria	1,131567,2,1224,68525,28221
1408189	Corynebacterium lactis RW2-5	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium lactis,Corynebacterium lactis RW2-5	1,131567,2,1783272,201174,1760,85007,1653,1716,1231000,1408189
211165	Chlorogloeopsis fritschii PCC 6912	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Cyanobacteria/Melainabacteria group,Cyanobacteria,Nostocales,Chlorogloeopsidaceae,Chlorogloeopsis,Chlorogloeopsis fritschii,Chlorogloeopsis fritschii PCC 6912	1,131567,2,1783272,1798711,1117,1161,1892261,1123,1124,211165
1121396	Desulfobacter curvatus DSM 3379	no rank	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacter,Desulfobacter curvatus,Desulfobacter curvatus DSM 3379	1,131567,2,1224,68525,28221,213118,213119,2289,2290,1121396
1444307	Brevibacillus agri 5-2	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,Brevibacillus agri,Brevibacillus agri 5-2	1,131567,2,1783272,1239,91061,1385,186822,55080,51101,1444307
1094715	Fluoribacter dumoffii NY 23	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Fluoribacter,Fluoribacter dumoffii,Fluoribacter dumoffii NY 23	1,131567,2,1224,1236,118969,444,461,463,1094715
667129	Serratia odorifera DSM 4582	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Serratia odorifera,Serratia odorifera DSM 4582	1,131567,2,1224,1236,91347,1903411,613,618,667129
140626	Lachnobacterium bovis	species	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnobacterium,Lachnobacterium bovis	1,131567,2,1783272,1239,186801,186802,186803,140625,140626
1572701	Salinicoccus sp. YB14-2	species	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Salinicoccus,Salinicoccus sp. YB14-2	1,131567,2,1783272,1239,91061,1385,90964,45669,1572701
501479	Citreicella sp. SE45	species	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Citreicella,Citreicella sp. SE45	1,131567,2,1224,28211,204455,31989,282682,501479
1650658	Actinobacteria bacterium IMCC26256	species	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,unclassified Actinobacteria (class),unclassified Actinobacteria (class) (miscellaneous),Actinobacteria bacterium IMCC26256	1,131567,2,1783272,201174,1760,52018,78537,1650658
1492281	alpha proteobacterium Q-1	species	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified Alphaproteobacteria,unclassified Alphaproteobacteria (miscellaneous),alpha proteobacterium Q-1	1,131567,2,1224,28211,82117,33807,1492281
1736408	Nocardioides sp. Soil774	species	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides sp. Soil774	1,131567,2,1783272,201174,1760,85009,85015,1839,1736408
472759	Nitrosococcus halophilus Nc 4	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Nitrosococcus,Nitrosococcus halophilus,Nitrosococcus halophilus Nc 4	1,131567,2,1224,1236,135613,1046,1227,133539,472759
1122623	Ottowia thiooxydans DSM 14619	no rank	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ottowia,Ottowia thiooxydans,Ottowia thiooxydans DSM 14619	1,131567,2,1224,28216,80840,80864,219181,219182,1122623
112074	unclassified Acidobacteriaceae	no rank	root,cellular organisms,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,unclassified Acidobacteriaceae	1,131567,2,57723,204432,204433,204434,112074
349124	Halorhodospira halophila SL1	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Halorhodospira,Halorhodospira halophila,Halorhodospira halophila SL1	1,131567,2,1224,1236,135613,72276,85108,1053,349124
183763	Streptomonospora alba	species	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Streptomonospora,Streptomonospora alba	1,131567,2,1783272,201174,1760,85012,83676,104204,183763
742767	Dysgonomonas mossii DSM 22836	no rank	root,cellular organisms,Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Dysgonamonadaceae,Dysgonomonas,Dysgonomonas mossii,Dysgonomonas mossii DSM 22836	1,131567,2,1783270,68336,976,200643,171549,2005520,156973,163665,742767
360911	Exiguobacterium sp. AT1b	species	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Bacillales incertae sedis,Bacillales Family XII. Incertae Sedis,Exiguobacterium,Exiguobacterium sp. AT1b	1,131567,2,1783272,1239,91061,1385,539002,539742,33986,360911
626	Xenorhabdus	genus	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Xenorhabdus	1,131567,2,1224,1236,91347,1903414,626
76831	Myroides	genus	root,cellular organisms,Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Myroides	1,131567,2,1783270,68336,976,117743,200644,49546,76831
1413187	Lactobacillus fabifermentans DSM 21115	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus fabifermentans,Lactobacillus fabifermentans DSM 21115	1,131567,2,1783272,1239,91061,186826,33958,1578,483011,1413187
652	Aeromonas schubertii	species	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas schubertii	1,131567,2,1224,1236,135624,84642,642,652
1423746	Lactobacillus frumenti DSM 13145	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus frumenti,Lactobacillus frumenti DSM 13145	1,131567,2,1783272,1239,91061,186826,33958,1578,104955,1423746
1823759	Desulfuromonas sp. DDH964	species	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Desulfuromonas,Desulfuromonas sp. DDH964	1,131567,2,1224,68525,28221,69541,213421,890,1823759
388919	Streptococcus sanguinis SK36	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sanguinis,Streptococcus sanguinis SK36	1,131567,2,1783272,1239,91061,186826,1300,1301,1305,388919
420890	Lactococcus garvieae Lg2	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus garvieae,Lactococcus garvieae Lg2	1,131567,2,1783272,1239,91061,186826,1300,1357,1363,420890
56780	Syntrophus aciditrophicus SB	no rank	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Syntrophus,Syntrophus aciditrophicus,Syntrophus aciditrophicus SB	1,131567,2,1224,68525,28221,213462,213468,43773,316277,56780
509193	Thermoanaerobacter brockii subsp. finnii Ako-1	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermoanaerobacter,Thermoanaerobacter brockii,Thermoanaerobacter brockii subsp. finnii,Thermoanaerobacter brockii subsp. finnii Ako-1	1,131567,2,1783272,1239,186801,68295,186814,1754,29323,29325,509193
1409788	Sunxiuqinia dokdonensis	species	root,cellular organisms,Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Marinilabiliales,Prolixibacteraceae,Sunxiuqinia,Sunxiuqinia dokdonensis	1,131567,2,1783270,68336,976,200643,1970189,1471398,1254401,1409788
1121895	Flavobacterium rivuli WB 3.3-2 = DSM 21788	no rank	root,cellular organisms,Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium rivuli,Flavobacterium rivuli WB 3.3-2 = DSM 21788	1,131567,2,1783270,68336,976,117743,200644,49546,237,498301,1121895
561367	Salinimicrobium	genus	root,cellular organisms,Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Salinimicrobium	1,131567,2,1783270,68336,976,117743,200644,49546,561367
1094560	Bartonella taylorii 8TBB	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,Bartonella taylorii,Bartonella taylorii 8TBB	1,131567,2,1224,28211,356,772,773,33046,1094560
573497	Frankia sp. Cc1.17	species	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia,Frankia sp. Cc1.17	1,131567,2,1783272,201174,1760,85013,74712,1854,573497
570277	Endozoicomonas montiporae CL-33	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas montiporae,Endozoicomonas montiporae CL-33	1,131567,2,1224,1236,135619,2066474,305899,1027273,570277
38313	Shewanella algae	species	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella algae	1,131567,2,1224,1236,135622,267890,22,38313
1121375	Deefgea rivuli DSM 18356	no rank	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Deefgea,Deefgea rivuli,Deefgea rivuli DSM 18356	1,131567,2,1224,28216,206351,1499392,400947,400948,1121375
298654	Frankia inefficax	species	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia,Frankia inefficax	1,131567,2,1783272,201174,1760,85013,74712,1854,298654
1339253	Alistipes sp. ZOR0009	species	root,cellular organisms,Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes sp. ZOR0009	1,131567,2,1783270,68336,976,200643,171549,171550,239759,1339253
1121106	Belnapia moabensis DSM 16746	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Belnapia,Belnapia moabensis,Belnapia moabensis DSM 16746	1,131567,2,1224,28211,204441,433,365532,365533,1121106
1617448	Geminocystis sp. NIES-3709	species	root,cellular organisms,Bacteria,Terrabacteria group,Cyanobacteria/Melainabacteria group,Cyanobacteria,Oscillatoriophycideae,Chroococcales,Chroococcaceae,Geminocystis,Geminocystis sp. NIES-3709	1,131567,2,1783272,1798711,1117,1301283,1118,1890464,669357,1617448
1122147	Lactobacillus harbinensis DSM 16991	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus harbinensis,Lactobacillus harbinensis DSM 16991	1,131567,2,1783272,1239,91061,186826,33958,1578,304207,1122147
1561022	Streptomyces sp. CCM_MD2014	species	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. CCM_MD2014	1,131567,2,1783272,201174,1760,85011,2062,1883,1561022
1632864	Planctomyces sp. SH-PL14	species	root,cellular organisms,Bacteria,PVC group,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,Planctomyces sp. SH-PL14	1,131567,2,1783257,203682,203683,112,126,118,1632864
1336243	Microvirga flocculans ATCC BAA-817	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Microvirga,Microvirga flocculans,Microvirga flocculans ATCC BAA-817	1,131567,2,1224,28211,356,119045,186650,217168,1336243
